,e1,rel,e2
1382,george_plantagenet_1st_duke_of_clarence,sibling,anne_of_york_duchess_of_exeter
1383,george_spencer_churchill_8th_duke_of_marlborough,sibling,lord_randolph_churchill
1384,george_spencer_churchill_8th_duke_of_marlborough,sibling,lady_sarah_wilson
1385,george_v_of_the_united_kingdom,sibling,maud_of_wales
1386,george_v_of_the_united_kingdom,sibling,princess_victoria_alexandra_of_the_united_kingdom
1387,george_v_of_the_united_kingdom,sibling,louise_princess_royal_and_duchess_of_fife
1388,george_v_of_the_united_kingdom,sibling,prince_albert_victor_duke_of_clarence
1389,george_vi_of_the_united_kingdom,sibling,prince_henry_duke_of_gloucester
1390,george_vi_of_the_united_kingdom,sibling,mary_princess_royal_and_countess_of_harewood
1391,george_vi_of_the_united_kingdom,sibling,prince_george_duke_of_kent
1392,george_vi_of_the_united_kingdom,sibling,prince_john_of_the_united_kingdom
1393,george_vi_of_the_united_kingdom,sibling,edward_viii_of_the_united_kingdom
1394,george_washington_custis_lee,sibling,william_henry_fitzhugh_lee
1395,georgiana_cavendish_howard,sibling,william_cavendish_6th_duke_of_devonshire
1396,georgiana_cavendish_howard,sibling,harriet_cavendish_leveson_gower
1397,gerberga_of_saxony,sibling,otto_i_holy_roman_emperor
1398,gertrude_of_poland,sibling,casimir_i_of_poland
1399,gertrude_of_poland,sibling,adelaide_rixa_of_poland
1400,geza_i_of_hungary,sibling,ladislaus_i_of_hungary
1401,gian_gastone_de_medici_grand_duke_of_tuscany,sibling,anna_maria_luisa_de_medici
1402,gian_gastone_de_medici_grand_duke_of_tuscany,sibling,ferdinando_iii_de_medici
1403,giovanna_of_italy,sibling,princess_mafalda_of_italy
1404,giovanna_of_italy,sibling,umberto_ii_of_italy
1405,giovanna_of_italy,sibling,princess_maria_francesca_of_savoy
1406,giovanna_of_italy,sibling,princess_yolanda_margherita_of_savoy
1407,gladys_vanderbilt_szechenyi,sibling,alfred_gwynne_vanderbilt
1408,gnaeus_domitius_ahenobarbus,sibling,domitia_lepida
1409,grand_duchess_alexandra_alexandrovna_of_russia,sibling,grand_duke_alexei_alexandrovich_of_russia
1410,grand_duchess_alexandra_alexandrovna_of_russia,sibling,grand_duke_paul_alexandrovich_of_russia
1411,grand_duchess_alexandra_alexandrovna_of_russia,sibling,alexander_iii_of_russia
1412,grand_duchess_alexandra_alexandrovna_of_russia,sibling,grand_duke_vladimir_alexandrovich_of_russia
1413,grand_duchess_alexandra_alexandrovna_of_russia,sibling,maria_alexandrovna_of_russia
1414,grand_duchess_alexandra_alexandrovna_of_russia,sibling,grand_duke_sergei_alexandrovich_of_russia
1415,grand_duchess_alexandra_alexandrovna_of_russia,sibling,grand_duke_nicholas_alexandrovich_of_russia
1416,grand_duchess_alexandra_nikolaevna_of_russia,sibling,grand_duke_michael_nicolaievich_of_russia
1417,grand_duchess_alexandra_nikolaevna_of_russia,sibling,grand_duke_nicholas_nicolaievich_of_russia
1418,grand_duchess_alexandra_nikolaevna_of_russia,sibling,grand_duke_konstantin_nikolayevich_of_russia
1419,grand_duchess_alexandra_nikolaevna_of_russia,sibling,olga_nicolaievna_of_russia
1420,grand_duchess_alexandra_nikolaevna_of_russia,sibling,alexander_ii_of_russia
1421,grand_duchess_anastasia_mikhailovna_of_russia,sibling,grand_duke_nicholas_mikhailovich_of_russia
1422,grand_duchess_anastasia_mikhailovna_of_russia,sibling,grand_duke_sergey_mikhaylovich_of_russia
1423,grand_duchess_anastasia_mikhailovna_of_russia,sibling,grand_duke_alexei_mikhailovich_of_russia
1424,grand_duchess_anastasia_mikhailovna_of_russia,sibling,grand_duke_michael_mihailovich_of_russia
1425,grand_duchess_anastasia_mikhailovna_of_russia,sibling,grand_duke_alexander_mikhailovich_of_russia
1426,grand_duchess_anastasia_mikhailovna_of_russia,sibling,grand_duke_george_mikhailovich_of_russia
1427,grand_duchess_anastasia_nikolaevna_of_russia,sibling,grand_duchess_olga_nikolaevna_of_russia
1428,grand_duchess_anastasia_nikolaevna_of_russia,sibling,grand_duchess_maria_nikolaevna_of_russia
1429,grand_duchess_anastasia_nikolaevna_of_russia,sibling,tsarevich_alexei_nikolaevich_of_russia
1430,grand_duchess_anastasia_nikolaevna_of_russia,sibling,grand_duchess_tatiana_nikolaevna_of_russia
1431,grand_duchess_catherine_mikhailovna_of_russia,sibling,grand_duchess_elizabeth_mikhailovna
1432,grand_duchess_elena_vladimirovna_of_russia,sibling,grand_duke_boris_vladimirovich_of_russia
1433,grand_duchess_elena_vladimirovna_of_russia,sibling,andrei_vladimirovich_of_russia
1434,grand_duchess_elena_vladimirovna_of_russia,sibling,grand_duke_cyril_vladimirovich_of_russia
1435,grand_duchess_elizabeth_fyodorovna,sibling,princess_victoria_of_hesse_and_by_rhine
1436,grand_duchess_elizabeth_fyodorovna,sibling,prince_friedrich_of_hesse_and_by_rhine
1437,grand_duchess_elizabeth_fyodorovna,sibling,princess_irene_of_hesse_and_by_rhine
1438,grand_duchess_elizabeth_fyodorovna,sibling,ernest_louis_grand_duke_of_hesse
1439,grand_duchess_elizabeth_fyodorovna,sibling,alexandra_fyodorovna_of_hesse
1440,grand_duchess_elizabeth_fyodorovna,sibling,princess_marie_of_hesse_and_by_rhine
1441,grand_duchess_elizabeth_mikhailovna,sibling,grand_duchess_catherine_mikhailovna_of_russia
1442,grand_duchess_maria_nikolaevna_of_russia,sibling,grand_duchess_anastasia_nikolaevna_of_russia
1443,grand_duchess_maria_nikolaevna_of_russia,sibling,tsarevich_alexei_nikolaevich_of_russia
1444,grand_duchess_maria_nikolaevna_of_russia,sibling,grand_duchess_olga_nikolaevna_of_russia
1445,grand_duchess_maria_nikolaevna_of_russia,sibling,grand_duchess_tatiana_nikolaevna_of_russia
1446,grand_duchess_maria_pavlovna_of_russia_1890,sibling,grand_duke_dmitri_pavlovich_of_russia
1447,grand_duchess_olga_alexandrovna_of_russia,sibling,grand_duke_george_alexandrovich_of_russia
1448,grand_duchess_olga_alexandrovna_of_russia,sibling,grand_duke_alexander_alexandrovich_of_russia
1449,grand_duchess_olga_alexandrovna_of_russia,sibling,grand_duchess_xenia_alexandrovna_of_russia
1450,grand_duchess_olga_alexandrovna_of_russia,sibling,grand_duke_michael_alexandrovich_of_russia
1451,grand_duchess_olga_alexandrovna_of_russia,sibling,nicholas_ii_of_russia
1452,grand_duchess_olga_nikolaevna_of_russia,sibling,grand_duchess_anastasia_nikolaevna_of_russia
1453,grand_duchess_olga_nikolaevna_of_russia,sibling,grand_duchess_maria_nikolaevna_of_russia
1454,grand_duchess_olga_nikolaevna_of_russia,sibling,tsarevich_alexei_nikolaevich_of_russia
1455,grand_duchess_olga_nikolaevna_of_russia,sibling,grand_duchess_tatiana_nikolaevna_of_russia
1456,grand_duchess_tatiana_nikolaevna_of_russia,sibling,grand_duchess_anastasia_nikolaevna_of_russia
1457,grand_duchess_tatiana_nikolaevna_of_russia,sibling,grand_duchess_maria_nikolaevna_of_russia
1458,grand_duchess_tatiana_nikolaevna_of_russia,sibling,grand_duchess_olga_nikolaevna_of_russia
1459,grand_duchess_tatiana_nikolaevna_of_russia,sibling,tsarevich_alexei_nikolaevich_of_russia
1460,grand_duchess_vera_konstantinovna_of_russia,sibling,grand_duke_dmitri_konstantinovich_of_russia
1461,grand_duchess_vera_konstantinovna_of_russia,sibling,olga_konstantinovna_of_russia
1462,grand_duchess_vera_konstantinovna_of_russia,sibling,grand_duke_nikolai_konstantinovich_of_russia
1463,grand_duchess_vera_konstantinovna_of_russia,sibling,grand_duke_vyacheslav_konstantinovich_of_russia
1464,grand_duchess_xenia_alexandrovna_of_russia,sibling,grand_duke_george_alexandrovich_of_russia
1465,grand_duchess_xenia_alexandrovna_of_russia,sibling,grand_duke_alexander_alexandrovich_of_russia
1466,grand_duchess_xenia_alexandrovna_of_russia,sibling,grand_duke_michael_alexandrovich_of_russia
1467,grand_duchess_xenia_alexandrovna_of_russia,sibling,grand_duchess_olga_alexandrovna_of_russia
1468,grand_duchess_xenia_alexandrovna_of_russia,sibling,nicholas_ii_of_russia
1469,grand_duke_alexander_alexandrovich_of_russia,sibling,grand_duke_george_alexandrovich_of_russia
1470,grand_duke_alexander_alexandrovich_of_russia,sibling,grand_duchess_xenia_alexandrovna_of_russia
1471,grand_duke_alexander_alexandrovich_of_russia,sibling,grand_duke_michael_alexandrovich_of_russia
1472,grand_duke_alexander_alexandrovich_of_russia,sibling,grand_duchess_olga_alexandrovna_of_russia
1473,grand_duke_alexander_alexandrovich_of_russia,sibling,nicholas_ii_of_russia
1474,grand_duke_alexander_mikhailovich_of_russia,sibling,grand_duke_nicholas_mikhailovich_of_russia
1475,grand_duke_alexander_mikhailovich_of_russia,sibling,grand_duke_sergey_mikhaylovich_of_russia
1476,grand_duke_alexander_mikhailovich_of_russia,sibling,grand_duke_alexei_mikhailovich_of_russia
1477,grand_duke_alexander_mikhailovich_of_russia,sibling,grand_duchess_anastasia_mikhailovna_of_russia
1478,grand_duke_alexander_mikhailovich_of_russia,sibling,grand_duke_michael_mihailovich_of_russia
1479,grand_duke_alexander_mikhailovich_of_russia,sibling,grand_duke_george_mikhailovich_of_russia
1480,grand_duke_alexei_alexandrovich_of_russia,sibling,grand_duke_paul_alexandrovich_of_russia
1481,grand_duke_alexei_alexandrovich_of_russia,sibling,alexander_iii_of_russia
1482,grand_duke_alexei_alexandrovich_of_russia,sibling,grand_duchess_alexandra_alexandrovna_of_russia
1483,grand_duke_alexei_alexandrovich_of_russia,sibling,grand_duke_vladimir_alexandrovich_of_russia
1484,grand_duke_alexei_alexandrovich_of_russia,sibling,maria_alexandrovna_of_russia
1485,grand_duke_alexei_alexandrovich_of_russia,sibling,grand_duke_sergei_alexandrovich_of_russia
1486,grand_duke_alexei_alexandrovich_of_russia,sibling,grand_duke_nicholas_alexandrovich_of_russia
1487,grand_duke_alexei_mikhailovich_of_russia,sibling,grand_duke_nicholas_mikhailovich_of_russia
1488,grand_duke_alexei_mikhailovich_of_russia,sibling,grand_duke_sergey_mikhaylovich_of_russia
1489,grand_duke_alexei_mikhailovich_of_russia,sibling,grand_duchess_anastasia_mikhailovna_of_russia
1490,grand_duke_alexei_mikhailovich_of_russia,sibling,grand_duke_michael_mihailovich_of_russia
1491,grand_duke_alexei_mikhailovich_of_russia,sibling,grand_duke_alexander_mikhailovich_of_russia
1492,grand_duke_alexei_mikhailovich_of_russia,sibling,grand_duke_george_mikhailovich_of_russia
1493,grand_duke_boris_vladimirovich_of_russia,sibling,grand_duchess_elena_vladimirovna_of_russia
1494,grand_duke_boris_vladimirovich_of_russia,sibling,andrei_vladimirovich_of_russia
1495,grand_duke_boris_vladimirovich_of_russia,sibling,grand_duke_cyril_vladimirovich_of_russia
1496,grand_duke_constantine_pavlovich_of_russia,sibling,alexandra_pavlovna_of_russia
1497,grand_duke_constantine_pavlovich_of_russia,sibling,elena_pavlovna_of_russia
1498,grand_duke_constantine_pavlovich_of_russia,sibling,alexander_i_of_russia
1499,grand_duke_constantine_pavlovich_of_russia,sibling,maria_pavlovna_of_russia
1500,grand_duke_constantine_pavlovich_of_russia,sibling,catherine_pavlovna_of_russia
1501,grand_duke_constantine_pavlovich_of_russia,sibling,nicholas_i_of_russia
1502,grand_duke_constantine_pavlovich_of_russia,sibling,grand_duke_michael_pavlovich_of_russia
1503,grand_duke_constantine_pavlovich_of_russia,sibling,anna_pavlovna_of_russia
1504,grand_duke_cyril_vladimirovich_of_russia,sibling,grand_duchess_elena_vladimirovna_of_russia
1505,grand_duke_cyril_vladimirovich_of_russia,sibling,andrei_vladimirovich_of_russia
1506,grand_duke_cyril_vladimirovich_of_russia,sibling,grand_duke_boris_vladimirovich_of_russia
1507,grand_duke_dmitri_konstantinovich_of_russia,sibling,grand_duke_nikolai_konstantinovich_of_russia
1508,grand_duke_dmitri_konstantinovich_of_russia,sibling,olga_konstantinovna_of_russia
1509,grand_duke_dmitri_konstantinovich_of_russia,sibling,grand_duchess_vera_konstantinovna_of_russia
1510,grand_duke_dmitri_konstantinovich_of_russia,sibling,grand_duke_vyacheslav_konstantinovich_of_russia
1511,grand_duke_dmitri_pavlovich_of_russia,sibling,grand_duchess_maria_pavlovna_of_russia_1890
1512,grand_duke_george_alexandrovich_of_russia,sibling,grand_duke_alexander_alexandrovich_of_russia
1513,grand_duke_george_alexandrovich_of_russia,sibling,grand_duchess_xenia_alexandrovna_of_russia
1514,grand_duke_george_alexandrovich_of_russia,sibling,grand_duke_michael_alexandrovich_of_russia
1515,grand_duke_george_alexandrovich_of_russia,sibling,grand_duchess_olga_alexandrovna_of_russia
1516,grand_duke_george_alexandrovich_of_russia,sibling,nicholas_ii_of_russia
1517,grand_duke_george_mikhailovich_of_russia,sibling,grand_duke_nicholas_mikhailovich_of_russia
1518,grand_duke_george_mikhailovich_of_russia,sibling,grand_duke_sergey_mikhaylovich_of_russia
1519,grand_duke_george_mikhailovich_of_russia,sibling,grand_duke_alexei_mikhailovich_of_russia
1520,grand_duke_george_mikhailovich_of_russia,sibling,grand_duchess_anastasia_mikhailovna_of_russia
1521,grand_duke_george_mikhailovich_of_russia,sibling,grand_duke_michael_mihailovich_of_russia
1522,grand_duke_george_mikhailovich_of_russia,sibling,grand_duke_alexander_mikhailovich_of_russia
1523,grand_duke_konstantin_nikolayevich_of_russia,sibling,grand_duke_michael_nicolaievich_of_russia
1524,grand_duke_konstantin_nikolayevich_of_russia,sibling,grand_duke_nicholas_nicolaievich_of_russia
1525,grand_duke_konstantin_nikolayevich_of_russia,sibling,olga_nicolaievna_of_russia
1526,grand_duke_konstantin_nikolayevich_of_russia,sibling,grand_duchess_alexandra_nikolaevna_of_russia
1527,grand_duke_konstantin_nikolayevich_of_russia,sibling,alexander_ii_of_russia
1528,grand_duke_michael_alexandrovich_of_russia,sibling,grand_duke_george_alexandrovich_of_russia
1529,grand_duke_michael_alexandrovich_of_russia,sibling,grand_duke_alexander_alexandrovich_of_russia
1530,grand_duke_michael_alexandrovich_of_russia,sibling,grand_duchess_xenia_alexandrovna_of_russia
1531,grand_duke_michael_alexandrovich_of_russia,sibling,grand_duchess_olga_alexandrovna_of_russia
1532,grand_duke_michael_alexandrovich_of_russia,sibling,nicholas_ii_of_russia
1533,grand_duke_michael_mihailovich_of_russia,sibling,grand_duke_nicholas_mikhailovich_of_russia
1534,grand_duke_michael_mihailovich_of_russia,sibling,grand_duke_sergey_mikhaylovich_of_russia
1535,grand_duke_michael_mihailovich_of_russia,sibling,grand_duke_alexei_mikhailovich_of_russia
1536,grand_duke_michael_mihailovich_of_russia,sibling,grand_duchess_anastasia_mikhailovna_of_russia
1537,grand_duke_michael_mihailovich_of_russia,sibling,grand_duke_alexander_mikhailovich_of_russia
1538,grand_duke_michael_mihailovich_of_russia,sibling,grand_duke_george_mikhailovich_of_russia
1539,grand_duke_michael_nicolaievich_of_russia,sibling,grand_duke_nicholas_nicolaievich_of_russia
1540,grand_duke_michael_nicolaievich_of_russia,sibling,grand_duke_konstantin_nikolayevich_of_russia
1541,grand_duke_michael_nicolaievich_of_russia,sibling,olga_nicolaievna_of_russia
1542,grand_duke_michael_nicolaievich_of_russia,sibling,grand_duchess_alexandra_nikolaevna_of_russia
1543,grand_duke_michael_nicolaievich_of_russia,sibling,alexander_ii_of_russia
1544,grand_duke_michael_pavlovich_of_russia,sibling,alexandra_pavlovna_of_russia
1545,grand_duke_michael_pavlovich_of_russia,sibling,elena_pavlovna_of_russia
1546,grand_duke_michael_pavlovich_of_russia,sibling,alexander_i_of_russia
1547,grand_duke_michael_pavlovich_of_russia,sibling,maria_pavlovna_of_russia
1548,grand_duke_michael_pavlovich_of_russia,sibling,grand_duke_constantine_pavlovich_of_russia
1549,grand_duke_michael_pavlovich_of_russia,sibling,catherine_pavlovna_of_russia
1550,grand_duke_michael_pavlovich_of_russia,sibling,nicholas_i_of_russia
1551,grand_duke_michael_pavlovich_of_russia,sibling,anna_pavlovna_of_russia
1552,grand_duke_nicholas_alexandrovich_of_russia,sibling,grand_duke_alexei_alexandrovich_of_russia
1553,grand_duke_nicholas_alexandrovich_of_russia,sibling,grand_duke_paul_alexandrovich_of_russia
1554,grand_duke_nicholas_alexandrovich_of_russia,sibling,alexander_iii_of_russia
1555,grand_duke_nicholas_alexandrovich_of_russia,sibling,grand_duchess_alexandra_alexandrovna_of_russia
1556,grand_duke_nicholas_alexandrovich_of_russia,sibling,grand_duke_vladimir_alexandrovich_of_russia
1557,grand_duke_nicholas_alexandrovich_of_russia,sibling,maria_alexandrovna_of_russia
1558,grand_duke_nicholas_alexandrovich_of_russia,sibling,grand_duke_sergei_alexandrovich_of_russia
1559,grand_duke_nicholas_mikhailovich_of_russia,sibling,grand_duke_sergey_mikhaylovich_of_russia
1560,grand_duke_nicholas_mikhailovich_of_russia,sibling,grand_duke_alexei_mikhailovich_of_russia
1561,grand_duke_nicholas_mikhailovich_of_russia,sibling,grand_duchess_anastasia_mikhailovna_of_russia
1562,grand_duke_nicholas_mikhailovich_of_russia,sibling,grand_duke_michael_mihailovich_of_russia
1563,grand_duke_nicholas_mikhailovich_of_russia,sibling,grand_duke_alexander_mikhailovich_of_russia
1564,grand_duke_nicholas_mikhailovich_of_russia,sibling,grand_duke_george_mikhailovich_of_russia
1565,grand_duke_nicholas_nicolaevich_the_younger,sibling,grand_duke_peter_nicolaievich_of_russia
1566,grand_duke_nicholas_nicolaievich_of_russia,sibling,grand_duke_michael_nicolaievich_of_russia
1567,grand_duke_nicholas_nicolaievich_of_russia,sibling,grand_duke_konstantin_nikolayevich_of_russia
1568,grand_duke_nicholas_nicolaievich_of_russia,sibling,olga_nicolaievna_of_russia
1569,grand_duke_nicholas_nicolaievich_of_russia,sibling,grand_duchess_alexandra_nikolaevna_of_russia
1570,grand_duke_nicholas_nicolaievich_of_russia,sibling,alexander_ii_of_russia
1571,grand_duke_nikolai_konstantinovich_of_russia,sibling,grand_duke_dmitri_konstantinovich_of_russia
1572,grand_duke_nikolai_konstantinovich_of_russia,sibling,olga_konstantinovna_of_russia
1573,grand_duke_nikolai_konstantinovich_of_russia,sibling,grand_duchess_vera_konstantinovna_of_russia
1574,grand_duke_nikolai_konstantinovich_of_russia,sibling,grand_duke_vyacheslav_konstantinovich_of_russia
1575,grand_duke_paul_alexandrovich_of_russia,sibling,grand_duke_alexei_alexandrovich_of_russia
1576,grand_duke_paul_alexandrovich_of_russia,sibling,alexander_iii_of_russia
1577,grand_duke_paul_alexandrovich_of_russia,sibling,grand_duchess_alexandra_alexandrovna_of_russia
1578,grand_duke_paul_alexandrovich_of_russia,sibling,grand_duke_vladimir_alexandrovich_of_russia
1579,grand_duke_paul_alexandrovich_of_russia,sibling,maria_alexandrovna_of_russia
1580,grand_duke_paul_alexandrovich_of_russia,sibling,grand_duke_sergei_alexandrovich_of_russia
1581,grand_duke_paul_alexandrovich_of_russia,sibling,grand_duke_nicholas_alexandrovich_of_russia
1582,grand_duke_peter_nicolaievich_of_russia,sibling,grand_duke_nicholas_nicolaevich_the_younger
1583,grand_duke_sergei_alexandrovich_of_russia,sibling,grand_duke_alexei_alexandrovich_of_russia
1584,grand_duke_sergei_alexandrovich_of_russia,sibling,grand_duke_paul_alexandrovich_of_russia
1585,grand_duke_sergei_alexandrovich_of_russia,sibling,alexander_iii_of_russia
1586,grand_duke_sergei_alexandrovich_of_russia,sibling,grand_duchess_alexandra_alexandrovna_of_russia
1587,grand_duke_sergei_alexandrovich_of_russia,sibling,grand_duke_vladimir_alexandrovich_of_russia
